icao,name,city,state,country,lat,lon,timezone_id,mississippi_direction
KLAA,Southeast Colorado Rgnl,Lamar,CO,US,38.0696944,-102.6885,America/Denver,WEST
KLAF,Purdue University,Lafayette,IN,US,40.4123056,-86.9368889,America/Indiana/Indianapolis,EAST
KLAL,Lakeland Linder Intl,Lakeland,FL,US,27.9876389,-82.019,America/New_York,EAST
KLAM,Los Alamos,Los Alamos,NM,US,35.8796861,-106.2686861,America/Denver,WEST
KLAN,Capital Region Intl,Lansing,MI,US,42.7786389,-84.5861944,America/Detroit,EAST
KLAR,Laramie Rgnl,Laramie,WY,US,41.3120572,-105.6749856,America/Denver,WEST
KLAS,Harry Reid Intl,Las Vegas,NV,US,36.0800439,-115.1522347,America/Los_Angeles,WEST
KLAW,Lawton-Fort Sill Rgnl,Lawton,OK,US,34.5677144,-98.4166367,America/Chicago,WEST
KLAX,Los Angeles Intl,Los Angeles,CA,US,33.9424964,-118.4080486,America/Los_Angeles,WEST
KLBB,Lubbock Smith Intl,Lubbock,TX,US,33.6636667,-101.8205556,America/Chicago,WEST
KLBE,Arnold Palmer Rgnl,Latrobe,PA,US,40.2731005,-79.4103256,America/New_York,EAST
KLBF,N Platte Rgnl,North Platte,NE,US,41.1262128,-100.6836531,America/Chicago,WEST
KLBL,Liberal Mid-America Rgnl,Liberal,KS,US,37.0439211,-100.9599686,America/Chicago,WEST
KLBO,Floyd W Jones Lebanon,Lebanon,MO,US,37.6483219,-92.6524308,America/Chicago,WEST
KLBR,Clarksville,Clarksville,TX,US,33.5926403,-95.0641472,America/Chicago,WEST
KLBT,Lumberton Rgnl,Lumberton,NC,US,34.6098056,-79.0595556,America/New_York,EAST
KLBX,Texas Gulf Coast Rgnl,Angleton/Lake Jackson,TX,US,29.1086389,-95.4620833,America/Chicago,WEST
KLCG,Wayne Muni/Stan Morris Fld,Wayne,NE,US,42.2416057,-96.982271,America/Chicago,WEST
KLCH,Lake Charles Rgnl,Lake Charles,LA,US,30.1260833,-93.2234167,America/Chicago,WEST
KLCI,Laconia Muni,Laconia,NH,US,43.5730417,-71.4178417,America/New_York,EAST
KLCK,Rickenbacker Intl,Columbus,OH,US,39.8137881,-82.9278164,America/New_York,EAST
KLCQ,Lake City Gateway,Lake City,FL,US,30.1820556,-82.5768611,America/New_York,EAST
KLDJ,Linden,Linden,NJ,US,40.6174494,-74.2445942,America/New_York,EAST
KLDM,Mason County,Ludington,MI,US,43.9625311,-86.4079164,America/Detroit,EAST
KLEB,Lebanon Muni,Lebanon,NH,US,43.6261111,-72.3041944,America/New_York,EAST
KLEE,Leesburg Intl,Leesburg,FL,US,28.8228981,-81.8084175,America/New_York,EAST
KLEM,Lemmon Muni,Lemmon,SD,US,45.9183805,-102.1055364,America/Denver,WEST
KLEW,Auburn/Lewiston Muni,Auburn/Lewiston,ME,US,44.0484728,-70.2835075,America/New_York,EAST
KLEX,Blue Grass,Lexington,KY,US,38.0367417,-84.6086172,America/New_York,EAST
KLFK,Angelina County,Lufkin,TX,US,31.2340278,-94.75,America/Chicago,WEST
KLFT,Lafayette Rgnl/Paul Fournet Fld,Lafayette,LA,US,30.2050278,-91.98775,America/Chicago,WEST
KLGA,LaGuardia,New York,NY,US,40.7772422,-73.8726056,America/New_York,EAST
KLGB,Daugherty Field,Long Beach,CA,US,33.8179297,-118.1518906,America/Los_Angeles,WEST
KLGC,Lagrange/Callaway,Lagrange,GA,US,33.0091508,-85.0732042,America/New_York,EAST
KLGD,La Grande/Union County,La Grande,OR,US,45.2890781,-118.0061239,America/Los_Angeles,WEST
KLGU,Logan-Cache,Logan,UT,US,41.7917706,-111.8516472,America/Denver,WEST
KLHB,Hearne Muni,Hearne,TX,US,30.8720833,-96.6221944,America/Chicago,WEST
KLHM,Lincoln Regional ,Lincoln,CA,US,38.9091667,-121.3513333,America/Los_Angeles,WEST
KLHQ,Fairfield County,Lancaster,OH,US,39.7556386,-82.6570964,America/New_York,EAST
KLHV,William T Piper Meml,Lock Haven,PA,US,41.1357778,-77.4223056,America/New_York,EAST
KLHW,Wright Aaf (Fort Stewart)/Midcoast Rgnl,Fort Stewart(Hinesville),GA,US,31.8878194,-81.562655,America/New_York,EAST
KLHX,La Junta Muni,La Junta,CO,US,38.05,-103.50975,America/Denver,WEST
KLHZ,Triangle North Executive,Louisburg,NC,US,36.0233486,-78.3302631,America/New_York,EAST
KLIC,Limon Muni,Limon,CO,US,39.2747778,-103.6658611,America/Denver,WEST
KLIT,Clinton National,Little Rock,AR,US,34.7294414,-92.2247772,America/Chicago,WEST
KLIU,Littlefield Taylor Brown Muni,Littlefield,TX,US,33.9239442,-102.3866738,America/Chicago,WEST
KLJF,Litchfield Muni,Litchfield,MN,US,45.0971389,-94.50725,America/Chicago,WEST
KLKP,Lake Placid,Lake Placid,NY,US,44.2644778,-73.9618694,America/New_York,EAST
KLKR,Lancaster County,Lancaster,SC,US,34.7229044,-80.8545901,America/New_York,EAST
KLKU,Louisa County,Louisa,VA,US,38.0098247,-77.9701267,America/New_York,EAST
KLKV,Lake County,Lakeview,OR,US,42.1611111,-120.3990833,America/Los_Angeles,WEST
KLLJ,Challis,Challis,ID,US,44.5236067,-114.2179383,America/Boise,WEST
KLLN,Levelland Muni,Levelland,TX,US,33.5525278,-102.3725278,America/Chicago,WEST
KLLQ,Monticello Municipal ,Monticello,AR,US,33.6385556,-91.751,America/Chicago,WEST
KLLR,Little River,Little River,CA,US,39.2620556,-123.7537778,America/Los_Angeles,WEST
KLLU,Lamar Muni,Lamar,MO,US,37.4859722,-94.312,America/Chicago,WEST
KLMO,Vance Brand,Longmont,CO,US,40.1643889,-105.1636389,America/Denver,WEST
KLMS,Louisville/Winston County,Louisville,MS,US,33.1459883,-89.0624483,America/Chicago,EAST
KLMT,Crater Lake/Klamath Rgnl,Klamath Falls,OR,US,42.1561439,-121.7332047,America/Los_Angeles,WEST
KLNA,Palm Beach County Park,West Palm Beach,FL,US,26.5930556,-80.0850646,America/New_York,EAST
KLNC,Lancaster Rgnl,Lancaster,TX,US,32.5776042,-96.7175028,America/Chicago,WEST
KLND,Hunt Fld,Lander,WY,US,42.8153847,-108.7285631,America/Denver,WEST
KLNK,Lincoln,Lincoln,NE,US,40.8508914,-96.7591211,America/Chicago,WEST
KLNL,Kings Land O Lakes,Land O Lakes,WI,US,46.1541175,-89.211965,America/Chicago,EAST
KLNN,Lake County Executive,Willoughby,OH,US,41.6840278,-81.38975,America/New_York,EAST
KLNP,Lonesome Pine,Wise,VA,US,36.9875178,-82.5299975,America/New_York,EAST
KLNR,Tri-County Rgnl,Lone Rock,WI,US,43.2118611,-90.1798333,America/Chicago,EAST
KLNS,Lancaster,Lancaster,PA,US,40.1223611,-76.2943611,America/New_York,EAST
KLOL,Derby Fld,Lovelock,NV,US,40.0664675,-118.5650861,America/Los_Angeles,WEST
KLOM,Wings Field,Philadelphia,PA,US,40.1375556,-75.2651389,America/New_York,EAST
KLOT,Lewis University,Chicago/Romeoville,IL,US,41.6080969,-88.0963897,America/Chicago,EAST
KLOU,Bowman Fld,Louisville,KY,US,38.227984,-85.6637491,America/New_York,EAST
KLOZ,London-Corbin,London,KY,US,37.0868889,-84.0773889,America/New_York,EAST
KLPC,Lompoc,Lompoc,CA,US,34.6656194,-120.4675028,America/Los_Angeles,WEST
KLPR,Lorain County Rgnl,Lorain/Elyria,OH,US,41.3442778,-82.1776389,America/New_York,EAST
KLQK,Pickens County,Pickens,SC,US,34.8099722,-82.7028889,America/New_York,EAST
KLQR,Larned-Pawnee County,Larned,KS,US,38.2086041,-99.0859141,America/Chicago,WEST
KLRD,Laredo Intl,Laredo,TX,US,27.5441944,-99.4615833,America/Chicago,WEST
KLRG,Lincoln Rgnl,Lincoln,ME,US,45.3618497,-68.5344583,America/New_York,EAST
KLRJ,Le Mars Muni,Le Mars,IA,US,42.7785556,-96.1935833,America/Chicago,WEST
KLRO,Mt Pleasant Rgnl,Mount Pleasant,SC,US,32.8978333,-79.7828611,America/New_York,EAST
KLRU,Las Cruces Intl,Las Cruces,NM,US,32.2894139,-106.9219644,America/Denver,WEST
KLRY,Lawrence Smith Meml,Harrisonville,MO,US,38.6101944,-94.3435278,America/Chicago,WEST
KLSB,Lordsburg Muni,Lordsburg,NM,US,32.3334628,-108.6917342,America/Denver,WEST
KLSE,La Crosse Rgnl,La Crosse,WI,US,43.8792657,-91.2566336,America/Chicago,EAST
KLSK,Lusk Muni,Lusk,WY,US,42.7538056,-104.4045556,America/Denver,WEST
KLSN,Los Banos Muni,Los Banos,CA,US,37.0638889,-120.8698611,America/Los_Angeles,WEST
KLTY,Liberty County,Chester,MT,US,48.5107222,-110.9908639,America/Denver,WEST
KLUA,Luray Caverns,Luray,VA,US,38.6667105,-78.500835,America/New_York,EAST
KLUD,Decatur Muni,Decatur,TX,US,33.25425,-97.5805,America/Chicago,WEST
KLUG,Ellington,Lewisburg,TN,US,35.5069742,-86.8038875,America/Chicago,EAST
KLUK,Cincinnati Muni,Cincinnati,OH,US,39.1029772,-84.4176058,America/New_York,EAST
KLUL,Hesler-Noble Fld,Laurel,MS,US,31.6730278,-89.1728056,America/Chicago,EAST
KLUM,Menomonie Muni,Menomonie,WI,US,44.8923333,-91.8678056,America/Chicago,EAST
KLUV,Lamesa Muni,Lamesa,TX,US,32.7563056,-101.9202222,America/Chicago,WEST
KLUX,Laurens County,Laurens,SC,US,34.5071111,-81.9469444,America/New_York,EAST
KLVJ,Pearland Rgnl,Pearland,TX,US,29.5212778,-95.2421389,America/Chicago,WEST
KLVK,Livermore Muni,Livermore,CA,US,37.6933889,-121.8203611,America/Los_Angeles,WEST
KLVL,Lawrenceville Muni,Lawrenceville,VA,US,36.7746292,-77.7937819,America/New_York,EAST
KLVM,Mission Fld,Livingston,MT,US,45.6994167,-110.4480278,America/Denver,WEST
KLVN,Airlake,Minneapolis,MN,US,44.6278611,-93.2280944,America/Chicago,WEST
KLVS,Las Vegas Muni,Las Vegas,NM,US,35.6542222,-105.1423889,America/Denver,WEST
KLWA,South Haven Area Rgnl,South Haven,MI,US,42.3513264,-86.2557375,America/Detroit,EAST
KLWB,Greenbrier Valley,Lewisburg,WV,US,37.8583067,-80.3994825,America/New_York,EAST
KLWC,Lawrence Muni,Lawrence,KS,US,39.0111111,-95.2164722,America/Chicago,WEST
KLWD,Lamoni Muni,Lamoni,IA,US,40.6323919,-93.9022261,America/Chicago,WEST
KLWL,Wells Muni/Harriet Fld,Wells,NV,US,41.1171111,-114.9221389,America/Los_Angeles,WEST
KLWM,Lawrence Muni,Lawrence,MA,US,42.7170422,-71.1235333,America/New_York,EAST
KLWS,Lewiston/Nez Perce County,Lewiston,ID,US,46.3744986,-117.0153964,America/Los_Angeles,WEST
KLWT,Lewistown Muni,Lewistown,MT,US,47.04925,-109.4666944,America/Denver,WEST
KLWV,Vincennes Intl,Lawrenceville,IL,US,38.7642778,-87.6055,America/Chicago,EAST
KLXL,Lindbergh Fld,Little Falls,MN,US,45.949065,-94.3470364,America/Chicago,EAST
KLXN,Jim Kelly Fld,Lexington,NE,US,40.7904236,-99.7759142,America/Chicago,WEST
KLXT,"Lee''s Summit Muni","Lee's Summit",MO,US,38.9590967,-94.3718947,America/Chicago,WEST
KLXV,Lake County,Leadville,CO,US,39.2194722,-106.3164167,America/Denver,WEST
KLXY,Mexia-Limestone County,Mexia,TX,US,31.6411783,-96.5144594,America/Chicago,WEST
KLYH,Lynchburg Rgnl,Lynchburg,VA,US,37.3253889,-79.2012222,America/New_York,EAST
KLYO,Lyons-Rice County Muni,Lyons,KS,US,38.34025,-98.2285556,America/Chicago,WEST
KLYV,Quentin Aanenson Fld,Luverne,MN,US,43.6167692,-96.2177364,America/Chicago,WEST
KLZD,Danielson,Danielson,CT,US,41.81975,-71.9009722,America/New_York,EAST
KLZU,Gwinnett County,Lawrenceville,GA,US,33.9780919,-83.9623639,America/New_York,EAST
KLZZ,Lampasas,Lampasas,TX,US,31.1061944,-98.1959167,America/Chicago,WEST
KMAC,Macon Downtown,Macon,GA,US,32.8217644,-83.5619349,America/New_York,EAST
KMAE,Madera Muni,Madera,CA,US,36.9886003,-120.1124497,America/Los_Angeles,WEST
KMAF,Midland Intl Air and Space Port,Midland,TX,US,31.9425278,-102.2019167,America/Chicago,WEST
KMAI,Marianna Muni,Marianna,FL,US,30.8382214,-85.1822236,America/Chicago,EAST
KMAL,Malone-Dufort,Malone,NY,US,44.8536667,-74.3289444,America/New_York,EAST
KMAN,Nampa Muni,Nampa,ID,US,43.5813411,-116.5230631,America/Boise,WEST
KMAO,Marion County,Marion,SC,US,34.1811667,-79.3347222,America/New_York,EAST
KMAW,Malden Rgnl,Malden,MO,US,36.5982042,-89.9925486,America/Chicago,WEST
KMBG,Mobridge Muni,Mobridge,SD,US,45.5462778,-100.4062778,America/Chicago,WEST
KMBL,Manistee County/Blacker,Manistee,MI,US,44.272465,-86.2469008,America/Detroit,EAST
KMBO,Bruce Campbell Field,Madison,MS,US,32.4386667,-90.1031111,America/Chicago,EAST
KMBS,MBS Intl,Saginaw,MI,US,43.5329269,-84.0796358,America/Detroit,EAST
KMBT,Murfreesboro Muni,Murfreesboro,TN,US,35.8786583,-86.3774708,America/Chicago,EAST
KMBY,Omar N Bradley,Moberly,MO,US,39.4631703,-92.42589,America/Chicago,WEST
KMCB,Mc Comb,Mc Comb,MS,US,31.1784444,-90.4718611,America/Chicago,EAST
KMCC,Sacramento McClellan,Sacramento,CA,US,38.6676389,-121.4006111,America/Los_Angeles,WEST
KMCD,Mackinac Island,Mackinac Island,MI,US,45.8649833,-84.6370944,America/Detroit,EAST
KMCE,Merced Municipal,Merced,CA,US,37.28475,-120.5139167,America/Los_Angeles,WEST
KMCI,Kansas City Intl,Kansas City,MO,US,39.2976111,-94.7138889,America/Chicago,WEST
KMCK,Mc Cook Ben Nelson Rgnl,Mc Cook,NE,US,40.2062922,-100.5920939,America/Chicago,WEST
KMCN,Middle Georgia Rgnl,Macon,GA,US,32.6928333,-83.6492222,America/New_York,EAST
KMCO,Orlando Intl,Orlando,FL,US,28.4293889,-81.309,America/New_York,EAST
KMCW,Mason City Muni,Mason City,IA,US,43.1578056,-93.33125,America/Chicago,WEST
KMCX,White County,Monticello,IN,US,40.7101939,-86.7667939,America/Indiana/Indianapolis,EAST
KMCZ,Martin County,Williamston,NC,US,35.8621928,-77.1782006,America/New_York,EAST
KMDD,Midland Airpark,Midland,TX,US,32.0365704,-102.1015276,America/Chicago,WEST
KMDF,Mooreland Muni,Mooreland,OK,US,36.484767,-99.194167,America/Chicago,WEST
KMDH,Southern Illinois,Carbondale/Murphysboro,IL,US,37.7780833,-89.2520278,America/Chicago,EAST
KMDQ,Huntsville Executive,Huntsville,AL,US,34.8593522,-86.5575139,America/Chicago,EAST
KMDS,Madison Muni,Madison,SD,US,44.0164167,-97.0856111,America/Chicago,WEST
KMDT,Harrisburg Intl,Harrisburg,PA,US,40.1931917,-76.7626192,America/New_York,EAST
KMDW,Chicago Midway Intl,Chicago,IL,US,41.7859722,-87.7524167,America/Chicago,EAST
KMDZ,Taylor County,Medford,WI,US,45.1013185,-90.3001744,America/Chicago,EAST
KMEB,Laurinburg-Maxton,Maxton,NC,US,34.7921722,-79.3658961,America/New_York,EAST
KMEI,Key Fld,Meridian,MS,US,32.3328617,-88.7515722,America/Chicago,EAST
KMEJ,Meade Muni,Meade,KS,US,37.2786751,-100.3564557,America/Chicago,WEST
KMEM,Memphis Intl,Memphis,TN,US,35.0424114,-89.9766792,America/Chicago,EAST
KMER,Castle,Atwater,CA,US,37.3804844,-120.5681864,America/Los_Angeles,WEST
KMEV,Minden-Tahoe,Minden,NV,US,39.0005,-119.7511111,America/Los_Angeles,WEST
KMEY,Whiting Memorial,Mapleton,IA,US,42.178295,-95.7936453,America/Chicago,WEST
KMEZ,Mena Intermountain Muni,Mena,AR,US,34.5455118,-94.2024165,America/Chicago,WEST
KMFD,Mansfield Lahm Rgnl,Mansfield,OH,US,40.8214167,-82.5166389,America/New_York,EAST
KMFE,Mc Allen Intl,Mc Allen,TX,US,26.1758333,-98.2386111,America/Chicago,WEST
KMFI,Marshfield Muni,Marshfield,WI,US,44.6368797,-90.1893267,America/Chicago,EAST
KMFR,Rogue Valley Intl,Medford,OR,US,42.3749647,-122.8732875,America/Los_Angeles,WEST
KMFV,Accomack County,Melfa,VA,US,37.6468789,-75.7610453,America/New_York,EAST
KMGC,Michigan City Muni-Phillips Fld,Michigan City,IN,US,41.7033153,-86.82124,America/Chicago,EAST
KMGG,Maple Lake Muni-Bill Mavencamp Sr Fld,Maple Lake,MN,US,45.2359928,-93.9855889,America/Chicago,WEST
KMGJ,Orange County,Montgomery,NY,US,41.5118117,-74.2635392,America/New_York,EAST
KMGM,Montgomery Rgnl ,Montgomery,AL,US,32.3006389,-86.3939722,America/Chicago,EAST
KMGN,Harbor Springs,Harbor Springs,MI,US,45.4254722,-84.9134722,America/Detroit,EAST
KMGR,Moultrie Muni,Moultrie,GA,US,31.0855794,-83.8028092,America/New_York,EAST
KMGW,Morgantown Muni,Morgantown,WV,US,39.6435953,-79.9175469,America/New_York,EAST
KMGY,Dayton/Wright Brothers,Dayton,OH,US,39.5889722,-84.2248611,America/New_York,EAST
KMHE,Mitchell Muni,Mitchell,SD,US,43.7748219,-98.0386153,America/Chicago,WEST
KMHK,Manhattan Rgnl,Manhattan,KS,US,39.1414167,-96.6715556,America/Chicago,WEST
KMHL,Marshall Meml Muni,Marshall,MO,US,39.0954783,-93.2029997,America/Chicago,WEST
KMHP,John Edwin Jones Sr Fld/Metter Muni,Metter,GA,US,32.3739722,-82.0814444,America/New_York,EAST
KMHR,Sacramento Mather,Sacramento,CA,US,38.557645,-121.2938425,America/Los_Angeles,WEST
KMHT,Manchester Boston Rgnl,Manchester,NH,US,42.9328056,-71.43575,America/New_York,EAST
KMHV,Mojave Air & Space Port/Rutan Fld,Mojave,CA,US,35.0589444,-118.1506111,America/Los_Angeles,WEST
KMIA,Miami Intl,Miami,FL,US,25.7953611,-80.2901158,America/New_York,EAST
KMIC,Crystal,Minneapolis,MN,US,45.0624694,-93.3539653,America/Chicago,EAST
KMIE,Delaware County,Muncie,IN,US,40.2424722,-85.39575,America/Indiana/Indianapolis,EAST
KMIO,Miami Rgnl,Miami,OK,US,36.9092222,-94.8875,America/Chicago,WEST
KMIT,Shafter-Minter Field,Shafter,CA,US,35.5074754,-119.1921343,America/Los_Angeles,WEST
KMIV,Millville Muni,Millville,NJ,US,39.3678056,-75.0722222,America/New_York,EAST
KMIW,Marshalltown Muni,Marshalltown,IA,US,42.11275,-92.9177778,America/Chicago,WEST
KMJD,Picayune Muni,Picayune,MS,US,30.4874722,-89.6511944,America/Chicago,EAST
KMJQ,Jackson Muni,Jackson,MN,US,43.6507808,-94.9865725,America/Chicago,WEST
KMJX,Ocean County,Toms River,NJ,US,39.9260417,-74.2955347,America/New_York,EAST
KMKA,Miller Muni,Miller,SD,US,44.5252389,-98.9580792,America/Chicago,WEST
KMKC,Wheeler Downtown,Kansas City,MO,US,39.1229356,-94.5928231,America/Chicago,WEST
KMKE,Milwaukee Mitchell Intl Airport,Milwaukee,WI,US,42.9469319,-87.8970644,America/Chicago,EAST
KMKG,Muskegon County,Muskegon,MI,US,43.1676717,-86.2354387,America/Detroit,EAST
KMKJ,Mountain Empire,Marion/Wytheville,VA,US,36.8948489,-81.3499461,America/New_York,EAST
KMKL,Mc Kellar-Sipes Rgnl,Jackson,TN,US,35.5998806,-88.9156119,America/Chicago,EAST
KMKN,Comanche County-City,Comanche,TX,US,31.9203056,-98.5991944,America/Chicago,WEST
KMKO,Muskogee-Davis Rgnl,Muskogee,OK,US,35.65775,-95.3616389,America/Chicago,WEST
KMKS,Berkeley County,Moncks Corner,SC,US,33.1848369,-80.0369764,America/New_York,EAST
KMKT,Mankato Rgnl,Mankato,MN,US,44.2227778,-93.9193056,America/Chicago,WEST
KMKV,Marksville Muni,Marksville,LA,US,31.0946533,-92.0690586,America/Chicago,WEST
KMKY,Marco Island Executive,Marco Island,FL,US,25.9950278,-81.6725278,America/New_York,EAST
KMLB,Melbourne Orlando Intl,Melbourne,FL,US,28.10275,-80.64525,America/New_York,EAST
KMLC,Mc Alester Rgnl,Mc Alester,OK,US,34.8823889,-95.7834722,America/Chicago,WEST
KMLD,Malad City,Malad City,ID,US,42.1701263,-112.2926792,America/Boise,WEST
KMLE,Millard,Omaha,NE,US,41.1959861,-96.1122647,America/Chicago,WEST
KMLF,Milford Municipal,Milford,UT,US,38.4266356,-113.013274,America/Denver,WEST
KMLI,Quad Cities Intl,Moline,IL,US,41.4482092,-90.50777,America/Chicago,WEST
KMLJ,Baldwin County Rgnl,Milledgeville,GA,US,33.1542256,-83.2414075,America/New_York,EAST
KMLS,Frank Wiley Fld,Miles City,MT,US,46.4268864,-105.8882253,America/Denver,WEST
KMLT,Millinocket Muni,Millinocket,ME,US,45.6478333,-68.6855556,America/New_York,EAST
KMLU,Monroe Rgnl,Monroe,LA,US,32.5105558,-92.0361336,America/Chicago,WEST
KMMH,Mammoth Yosemite,Mammoth Lakes,CA,US,37.6240556,-118.83875,America/Los_Angeles,WEST
KMMI,Mcminn County,Athens,TN,US,35.3991944,-84.5617778,America/New_York,EAST
KMMK,Meriden Markham Muni,Meriden,CT,US,41.5087147,-72.8294783,America/New_York,EAST
KMML,SW Minnesota Rgnl,Marshall,MN,US,44.4517222,-95.8244167,America/Chicago,WEST
KMMS,Selfs,Marks,MS,US,34.2314444,-90.2895556,America/Chicago,EAST
KMMU,Morristown Muni,Morristown,NJ,US,40.7993383,-74.4148886,America/New_York,EAST
KMMV,Mc Minnville Muni,Mc Minnville,OR,US,45.1945556,-123.1360556,America/Los_Angeles,WEST
KMNE,Minden,Minden,LA,US,32.6460278,-93.2980833,America/Chicago,WEST
KMNF,Mountain View,Mountain View,MO,US,36.9928333,-91.7144722,America/Chicago,WEST
KMNI,Santee Cooper Rgnl,Manning,SC,US,33.5871006,-80.20867,America/New_York,EAST
KMNM,Menominee County,Menominee,MI,US,45.1266878,-87.6385428,America/Chicago,EAST
KMNN,Marion Muni,Marion,OH,US,40.61625,-83.0634722,America/New_York,EAST
KMNV,Monroe County,Madisonville,TN,US,35.5452319,-84.3804003,America/New_York,EAST
KMNZ,Hamilton Muni,Hamilton,TX,US,31.6659208,-98.1486431,America/Chicago,WEST
KMOB,Mobile Rgnl,Mobile,AL,US,30.6914167,-88.2428333,America/Chicago,EAST
KMOD,Modesto City,Modesto,CA,US,37.6258247,-120.95443,America/Los_Angeles,WEST
KMOP,Mount Pleasant Muni,Mount Pleasant,MI,US,43.6216389,-84.7373056,America/Detroit,EAST
KMOR,Moore-Murrell,Morristown,TN,US,36.1793889,-83.3754444,America/New_York,EAST
KMOT,Minot Intl,Minot,ND,US,48.2576389,-101.2780278,America/Chicago,WEST
KMOX,Morris Municipal,Morris,MN,US,45.5659956,-95.9671933,America/Chicago,WEST
KMPE,Philadelphia Muni,Philadelphia,MS,US,32.799212,-89.1259972,America/Chicago,EAST
KMPG,Marshall County,Moundsville,WV,US,39.8808333,-80.7357778,America/New_York,EAST
KMPI,Mariposa-Yosemite,Mariposa,CA,US,37.5108611,-120.0395278,America/Los_Angeles,WEST
KMPJ,Petit Jean Park,Morrilton,AR,US,35.1388333,-92.9091944,America/Chicago,WEST
KMPO,Pocono Mountains Rgnl,Mount Pocono,PA,US,41.1376944,-75.3800556,America/New_York,EAST
KMPR,Mc Pherson,Mc Pherson,KS,US,38.3523936,-97.6912983,America/Chicago,WEST
KMPV,Edward F Knapp State,Barre/Montpelier,VT,US,44.2034892,-72.5620964,America/New_York,EAST
KMPZ,Mount Pleasant Muni,Mount Pleasant,IA,US,40.9466122,-91.5111706,America/Chicago,WEST
KMQB,Macomb Muni,Macomb,IL,US,40.5200833,-90.6523889,America/Chicago,EAST
KMQI,Dare County Rgnl,Manteo,NC,US,35.9189828,-75.6955358,America/New_York,EAST
KMQJ,Indianapolis Rgnl,Indianapolis,IN,US,39.8431378,-85.8977356,America/Indiana/Indianapolis,EAST
KMQS,Chester County G O Carlson,Coatesville,PA,US,39.9789722,-75.8654722,America/New_York,EAST
KMQW,Telfair-Wheeler,Mc Rae,GA,US,32.0969964,-82.8794117,America/New_York,EAST
KMQY,Smyrna,Smyrna,TN,US,36.0089703,-86.5200897,America/Chicago,EAST
KMRB,Eastern WV Rgnl,Martinsburg,WV,US,39.4023578,-77.983,America/New_York,EAST
KMRC,Maury County Rgnl,Columbia/Mount Pleasant,TN,US,35.5543386,-87.17914,America/Chicago,EAST
KMRF,Marfa Muni,Marfa,TX,US,30.3711111,-104.0175278,America/Chicago,WEST
KMRH,Michael J Smith Fld,Beaufort,NC,US,34.7337586,-76.6603547,America/New_York,EAST
KMRJ,Iowa County,Mineral Point,WI,US,42.88688,-90.2366658,America/Chicago,EAST
KMRN,Foothills Rgnl,Morganton,NC,US,35.8202222,-81.6114167,America/New_York,EAST
KMRT,Union County,Marysville,OH,US,40.2244997,-83.3516331,America/New_York,EAST
KMRY,Monterey Rgnl,Monterey,CA,US,36.5869522,-121.8427831,America/Los_Angeles,WEST
KMSL,Northwest Alabama Rgnl,Muscle Shoals,AL,US,34.7453056,-87.6102222,America/Chicago,EAST
KMSN,Dane Co Rgnl,Madison,WI,US,43.1398791,-89.3375045,America/Chicago,EAST
KMSO,Missoula Montana,Missoula,MT,US,46.9163056,-114.0905556,America/Denver,WEST
KMSP,Minneapolis/St Paul Intl,Minneapolis,MN,US,44.8819722,-93.2217778,America/Chicago,WEST
KMSS,Massena Intl,Massena,NY,US,44.9362411,-74.8451197,America/New_York,EAST
KMSV,Sullivan County Intl,Monticello,NY,US,41.7016389,-74.7950278,America/New_York,EAST
KMSY,New Orleans Intl,New Orleans,LA,US,29.9932722,-90.2590275,America/Chicago,WEST
KMTH,The Florida Keys Marathon Intl,Marathon,FL,US,24.7261944,-81.0513611,America/New_York,EAST
KMTJ,Montrose Rgnl,Montrose,CO,US,38.5098056,-107.89425,America/Denver,WEST
KMTN,Martin State,Baltimore,MD,US,39.3256614,-76.4137561,America/New_York,EAST
KMTO,Coles County Meml,Mattoon/Charleston,IL,US,39.4778889,-88.2799722,America/Chicago,EAST
KMTP,Montauk,Montauk,NY,US,41.0766667,-71.9204722,America/New_York,EAST
KMTV,Blue Ridge,Martinsville,VA,US,36.6307525,-80.0183383,America/New_York,EAST
KMTW,Manitowoc County,Manitowoc,WI,US,44.1287778,-87.6805833,America/Chicago,EAST
KMUL,Spence,Moultrie,GA,US,31.1376867,-83.7040597,America/New_York,EAST
KMUT,Muscatine Muni,Muscatine,IA,US,41.3678889,-91.1482222,America/Chicago,WEST
KMVC,Monroe County Aeroplex,Monroeville,AL,US,31.4580556,-87.3510278,America/Chicago,EAST
KMVE,Montevideo Co,Montevideo,MN,US,44.9691944,-95.7103889,America/Chicago,WEST
KMVI,Monte Vista Muni,Monte Vista,CO,US,37.5287261,-106.0458978,America/Denver,WEST
KMVL,Morrisville-Stowe State,Morrisville,VT,US,44.5343611,-72.614,America/New_York,EAST
KMVM,Machias Valley,Machias,ME,US,44.7030956,-67.4785903,America/New_York,EAST
KMVN,Mount Vernon,Mount Vernon,IL,US,38.3233611,-88.8585,America/Chicago,EAST
KMVY,"Martha''s Vineyard",Vineyard Haven,MA,US,41.3934175,-70.6138744,America/New_York,EAST
KMWA,Veterans Airport of Southern Illinois,Marion,IL,US,37.7549722,-89.0110833,America/Chicago,EAST
KMWC,Lawrence J Timmerman,Milwaukee,WI,US,43.11038,-88.0344183,America/Chicago,EAST
KMWH,Grant County Intl,Moses Lake,WA,US,47.2085833,-119.3191389,America/Los_Angeles,WEST
